lakeid,year,metric,sampledate,daynum,daynum_fill,filled_flag
WI,2013,iceoff,2013-04-09,99,99,FALSE
WI,2013,iceon,2013-11-27,331,331,FALSE
WI,2013,straton,2013-05-15,135,135,FALSE
WI,2013,stratoff,2013-08-19,231,231,FALSE
WI,2013,energy,2013-07-22,203,203,FALSE
WI,2013,stability,2013-08-08,220,220,FALSE
WI,2013,anoxia_summer,2013-07-22,203,203,FALSE
WI,2013,drsif_epiMin,2013-06-12,163,163,FALSE
WI,2013,totnuf_epiMin,2013-05-29,149,149,FALSE
WI,2013,totpuf_epiMin,2013-08-19,231,231,FALSE
WI,2013,doc_epiMax,NA,NA,247,TRUE
WI,2013,totnuf_hypoMax,2013-07-10,191,191,FALSE
WI,2013,totpuf_hypoMax,2013-07-10,191,191,FALSE
WI,2013,drsif_epiSpringMin,2013-06-12,163,163,FALSE
WI,2013,secchi_max,2013-05-29,149,149,FALSE
WI,2013,secchi_min,2013-07-22,203,203,FALSE
WI,2013,secchi_springmax,2013-05-29,149,149,FALSE
WI,2013,zoopDensity,2013-04-30,120,120,FALSE
WI,2013,zoopDensity_spring,2013-04-30,120,120,FALSE
WI,2014,iceoff,2014-04-09,99,99,FALSE
WI,2014,iceon,2014-11-14,318,318,FALSE
WI,2014,straton,2014-06-03,154,154,FALSE
WI,2014,stratoff,2014-09-08,251,251,FALSE
WI,2014,energy,2014-06-24,175,175,FALSE
WI,2014,stability,2014-07-23,204,204,FALSE
WI,2014,anoxia_summer,2014-09-08,251,251,FALSE
WI,2014,drsif_epiMin,2014-05-02,122,122,FALSE
WI,2014,totnuf_epiMin,2014-08-19,231,231,FALSE
WI,2014,totpuf_epiMin,2014-08-19,231,231,FALSE
WI,2014,doc_epiMax,NA,NA,247,TRUE
WI,2014,totnuf_hypoMax,2014-06-24,175,175,FALSE
WI,2014,totpuf_hypoMax,2014-06-24,175,175,FALSE
WI,2014,drsif_epiSpringMin,2014-05-02,122,122,FALSE
WI,2014,secchi_max,2014-11-03,307,307,FALSE
WI,2014,secchi_min,2014-05-15,135,135,FALSE
WI,2014,secchi_springmax,2014-06-12,163,163,FALSE
WI,2014,zoopDensity,2014-05-02,122,122,FALSE
WI,2014,zoopDensity_spring,2014-05-02,122,122,FALSE
WI,2015,iceoff,2015-03-21,80,80,FALSE
WI,2015,iceon,2015-12-30,364,364,FALSE
WI,2015,straton,2015-04-17,107,107,FALSE
WI,2015,stratoff,2015-09-08,251,251,FALSE
WI,2015,energy,2015-08-17,229,229,FALSE
WI,2015,stability,2015-09-08,251,251,FALSE
WI,2015,anoxia_summer,2015-09-08,251,251,FALSE
WI,2015,drsif_epiMin,2015-11-09,313,313,FALSE
WI,2015,totnuf_epiMin,2015-04-17,107,107,FALSE
WI,2015,totpuf_epiMin,2015-08-05,217,217,FALSE
WI,2015,doc_epiMax,2015-10-15,288,288,FALSE
WI,2015,totnuf_hypoMax,2015-11-09,313,313,FALSE
WI,2015,totpuf_hypoMax,2015-05-28,148,148,FALSE
WI,2015,drsif_epiSpringMin,2015-04-17,107,107,FALSE
WI,2015,secchi_max,2015-03-31,90,90,FALSE
WI,2015,secchi_min,2015-05-12,132,132,FALSE
WI,2015,secchi_springmax,2015-03-31,90,90,FALSE
WI,2015,zoopDensity,2015-04-17,107,107,FALSE
WI,2015,zoopDensity_spring,2015-04-17,107,107,FALSE
WI,2016,iceoff,2016-03-08,68,68,FALSE
WI,2016,iceon,2016-12-09,344,344,FALSE
WI,2016,straton,2016-05-25,146,146,FALSE
WI,2016,stratoff,2016-09-08,252,252,FALSE
WI,2016,energy,2016-08-17,230,230,FALSE
WI,2016,stability,2016-05-25,146,146,FALSE
WI,2016,anoxia_summer,2016-09-08,252,252,FALSE
WI,2016,drsif_epiMin,2016-05-25,146,146,FALSE
WI,2016,totnuf_epiMin,2016-06-21,173,173,FALSE
WI,2016,totpuf_epiMin,2016-11-01,306,306,FALSE
WI,2016,doc_epiMax,2016-08-03,216,216,FALSE
WI,2016,totnuf_hypoMax,2016-04-27,118,118,FALSE
WI,2016,totpuf_hypoMax,2016-09-08,252,252,FALSE
WI,2016,drsif_epiSpringMin,2016-05-25,146,146,FALSE
WI,2016,secchi_max,2016-06-21,173,173,FALSE
WI,2016,secchi_min,2016-04-27,118,118,FALSE
WI,2016,secchi_springmax,2016-06-21,173,173,FALSE
WI,2016,zoopDensity,2016-07-07,189,189,FALSE
WI,2016,zoopDensity_spring,2016-07-07,189,189,FALSE
WI,2017,iceoff,2017-02-27,58,58,FALSE
WI,2017,iceon,2017-12-10,344,344,FALSE
WI,2017,straton,2017-05-04,124,124,FALSE
WI,2017,stratoff,2017-08-21,233,233,FALSE
WI,2017,energy,2017-06-14,165,165,FALSE
WI,2017,stability,2017-07-12,193,193,FALSE
WI,2017,anoxia_summer,2017-07-26,207,207,FALSE
WI,2017,drsif_epiMin,2017-05-18,138,138,FALSE
WI,2017,totnuf_epiMin,2017-05-18,138,138,FALSE
WI,2017,totpuf_epiMin,2017-05-04,124,124,FALSE
WI,2017,doc_epiMax,2017-08-09,221,221,FALSE
WI,2017,totnuf_hypoMax,2017-08-09,221,221,FALSE
WI,2017,totpuf_hypoMax,2017-08-09,221,221,FALSE
WI,2017,drsif_epiSpringMin,2017-05-18,138,138,FALSE
WI,2017,secchi_max,2017-06-27,178,178,FALSE
WI,2017,secchi_min,2017-07-12,193,193,FALSE
WI,2017,secchi_springmax,2017-06-27,178,178,FALSE
WI,2017,zoopDensity,2017-08-09,221,221,FALSE
WI,2017,zoopDensity_spring,2017-06-14,165,165,FALSE
WI,2018,iceoff,2018-03-24,83,83,FALSE
WI,2018,iceon,2018-12-07,341,341,FALSE
WI,2018,straton,2018-04-26,116,116,FALSE
WI,2018,stratoff,2018-08-21,233,233,FALSE
WI,2018,energy,2018-07-13,194,194,FALSE
WI,2018,stability,2018-05-31,151,151,FALSE
WI,2018,anoxia_summer,2018-08-21,233,233,FALSE
WI,2018,drsif_epiMin,2018-06-28,179,179,FALSE
WI,2018,totnuf_epiMin,2018-05-16,136,136,FALSE
WI,2018,totpuf_epiMin,2018-04-26,116,116,FALSE
WI,2018,doc_epiMax,2018-06-14,165,165,FALSE
WI,2018,totnuf_hypoMax,2018-08-21,233,233,FALSE
WI,2018,totpuf_hypoMax,2018-08-21,233,233,FALSE
WI,2018,drsif_epiSpringMin,2018-06-28,179,179,FALSE
WI,2018,secchi_max,2018-05-31,151,151,FALSE
WI,2018,secchi_min,2018-08-21,233,233,FALSE
WI,2018,secchi_springmax,2018-05-31,151,151,FALSE
WI,2018,zoopDensity,2018-04-26,116,116,FALSE
WI,2018,zoopDensity_spring,2018-04-26,116,116,FALSE
FI,1996,iceoff,1996-03-24,84,84,FALSE
FI,1996,iceon,1996-12-20,355,355,FALSE
FI,1996,straton,1996-05-02,123,123,FALSE
FI,1996,stratoff,1996-10-14,288,288,FALSE
FI,1996,energy,1996-09-06,250,250,FALSE
FI,1996,stability,1996-08-21,234,234,FALSE
FI,1996,anoxia_summer,1996-09-06,250,250,FALSE
FI,1996,drsif_epiMin,1996-05-15,136,136,FALSE
FI,1996,totnuf_epiMin,1996-10-14,288,288,FALSE
FI,1996,totpuf_epiMin,1996-09-06,250,250,FALSE
FI,1996,doc_epiMax,NA,NA,229.5,TRUE
FI,1996,totnuf_hypoMax,NA,NA,278,TRUE
FI,1996,totpuf_hypoMax,NA,NA,271,TRUE
FI,1996,drsif_epiSpringMin,1996-05-15,136,136,FALSE
FI,1996,secchi_max,1996-10-14,288,288,FALSE
FI,1996,secchi_min,1996-07-24,206,206,FALSE
FI,1996,secchi_springmax,1996-05-27,148,148,FALSE
FI,1996,zoopDensity,NA,NA,168.5,TRUE
FI,1996,zoopDensity_spring,NA,NA,133.5,TRUE
FI,1997,iceoff,1997-03-26,85,85,FALSE
FI,1997,iceon,1998-01-11,376,376,FALSE
FI,1997,straton,1997-04-30,120,120,FALSE
FI,1997,stratoff,1997-10-02,275,275,FALSE
FI,1997,energy,1997-08-05,217,217,FALSE
FI,1997,stability,1997-07-22,203,203,FALSE
FI,1997,anoxia_summer,1997-10-02,275,275,FALSE
FI,1997,drsif_epiMin,1997-04-30,120,120,FALSE
FI,1997,totnuf_epiMin,1997-08-05,217,217,FALSE
FI,1997,totpuf_epiMin,1997-08-05,217,217,FALSE
FI,1997,doc_epiMax,1997-07-08,189,189,FALSE
FI,1997,totnuf_hypoMax,NA,NA,278,TRUE
FI,1997,totpuf_hypoMax,NA,NA,271,TRUE
FI,1997,drsif_epiSpringMin,1997-04-30,120,120,FALSE
FI,1997,secchi_max,1997-06-10,161,161,FALSE
FI,1997,secchi_min,1997-04-10,100,100,FALSE
FI,1997,secchi_springmax,1997-06-10,161,161,FALSE
FI,1997,zoopDensity,1997-06-24,175,175,FALSE
FI,1997,zoopDensity_spring,1997-06-24,175,175,FALSE
FI,1998,iceoff,1998-02-27,58,58,FALSE
FI,1998,iceon,1998-12-30,364,364,FALSE
FI,1998,straton,1998-04-07,97,97,FALSE
FI,1998,stratoff,1998-10-26,299,299,FALSE
FI,1998,energy,1998-07-22,203,203,FALSE
FI,1998,stability,1998-08-05,217,217,FALSE
FI,1998,anoxia_summer,1998-09-29,272,272,FALSE
FI,1998,drsif_epiMin,1998-04-07,97,97,FALSE
FI,1998,totnuf_epiMin,1998-04-07,97,97,FALSE
FI,1998,totpuf_epiMin,1998-10-26,299,299,FALSE
FI,1998,doc_epiMax,1998-10-26,299,299,FALSE
FI,1998,totnuf_hypoMax,NA,NA,278,TRUE
FI,1998,totpuf_hypoMax,NA,NA,271,TRUE
FI,1998,drsif_epiSpringMin,1998-04-07,97,97,FALSE
FI,1998,secchi_max,1998-05-27,147,147,FALSE
FI,1998,secchi_min,1998-09-01,244,244,FALSE
FI,1998,secchi_springmax,1998-05-27,147,147,FALSE
FI,1998,zoopDensity,NA,NA,168.5,TRUE
FI,1998,zoopDensity_spring,NA,NA,133.5,TRUE
FI,1999,iceoff,1999-03-10,69,69,FALSE
FI,1999,iceon,2000-01-14,379,379,FALSE
FI,1999,straton,1999-04-27,117,117,FALSE
FI,1999,stratoff,1999-10-25,298,298,FALSE
FI,1999,energy,1999-08-03,215,215,FALSE
FI,1999,stability,1999-07-20,201,201,FALSE
FI,1999,anoxia_summer,1999-08-03,215,215,FALSE
FI,1999,drsif_epiMin,1999-11-29,333,333,FALSE
FI,1999,totnuf_epiMin,1999-05-24,144,144,FALSE
FI,1999,totpuf_epiMin,1999-04-13,103,103,FALSE
FI,1999,doc_epiMax,1999-08-31,243,243,FALSE
FI,1999,totnuf_hypoMax,1999-09-28,271,271,FALSE
FI,1999,totpuf_hypoMax,1999-09-28,271,271,FALSE
FI,1999,drsif_epiSpringMin,1999-05-11,131,131,FALSE
FI,1999,secchi_max,1999-11-29,333,333,FALSE
FI,1999,secchi_min,1999-08-31,243,243,FALSE
FI,1999,secchi_springmax,1999-05-24,144,144,FALSE
FI,1999,zoopDensity,1999-07-20,201,201,FALSE
FI,1999,zoopDensity_spring,1999-05-24,144,144,FALSE
FI,2000,iceoff,2000-03-06,66,66,FALSE
FI,2000,iceon,2000-12-13,348,348,FALSE
FI,2000,straton,2000-04-26,117,117,FALSE
FI,2000,stratoff,2000-10-23,297,297,FALSE
FI,2000,energy,2000-08-14,227,227,FALSE
FI,2000,stability,2000-08-02,215,215,FALSE
FI,2000,anoxia_summer,2000-08-14,227,227,FALSE
FI,2000,drsif_epiMin,2000-04-12,103,103,FALSE
FI,2000,totnuf_epiMin,2000-10-23,297,297,FALSE
FI,2000,totpuf_epiMin,2000-08-14,227,227,FALSE
FI,2000,doc_epiMax,2000-03-16,76,76,FALSE
FI,2000,totnuf_hypoMax,2000-10-23,297,297,FALSE
FI,2000,totpuf_hypoMax,2000-10-23,297,297,FALSE
FI,2000,drsif_epiSpringMin,2000-04-12,103,103,FALSE
FI,2000,secchi_max,2000-04-26,117,117,FALSE
FI,2000,secchi_min,2000-08-02,215,215,FALSE
FI,2000,secchi_springmax,2000-04-26,117,117,FALSE
FI,2000,zoopDensity,2000-04-26,117,117,FALSE
FI,2000,zoopDensity_spring,2000-04-26,117,117,FALSE
FI,2001,iceoff,2001-03-31,90,90,FALSE
FI,2001,iceon,2002-01-01,366,366,FALSE
FI,2001,straton,2001-04-24,114,114,FALSE
FI,2001,stratoff,2001-10-24,297,297,FALSE
FI,2001,energy,2001-08-15,227,227,FALSE
FI,2001,stability,2001-08-15,227,227,FALSE
FI,2001,anoxia_summer,2001-08-15,227,227,FALSE
FI,2001,drsif_epiMin,2001-11-27,331,331,FALSE
FI,2001,totnuf_epiMin,2001-10-24,297,297,FALSE
FI,2001,totpuf_epiMin,2001-09-25,268,268,FALSE
FI,2001,doc_epiMax,2001-08-29,241,241,FALSE
FI,2001,totnuf_hypoMax,2001-10-24,297,297,FALSE
FI,2001,totpuf_hypoMax,2001-10-24,297,297,FALSE
FI,2001,drsif_epiSpringMin,2001-05-08,128,128,FALSE
FI,2001,secchi_max,2001-05-08,128,128,FALSE
FI,2001,secchi_min,2001-05-23,143,143,FALSE
FI,2001,secchi_springmax,2001-05-08,128,128,FALSE
FI,2001,zoopDensity,NA,NA,168.5,TRUE
FI,2001,zoopDensity_spring,NA,NA,133.5,TRUE
FI,2002,iceoff,2002-02-26,57,57,FALSE
FI,2002,iceon,2002-12-09,343,343,FALSE
FI,2002,straton,2002-04-25,115,115,FALSE
FI,2002,stratoff,2002-10-23,296,296,FALSE
FI,2002,energy,2002-07-27,208,208,FALSE
FI,2002,stability,2002-07-02,183,183,FALSE
FI,2002,anoxia_summer,2002-08-14,226,226,FALSE
FI,2002,drsif_epiMin,2002-04-10,100,100,FALSE
FI,2002,totnuf_epiMin,2002-07-02,183,183,FALSE
FI,2002,totpuf_epiMin,2002-10-23,296,296,FALSE
FI,2002,doc_epiMax,NA,NA,229.5,TRUE
FI,2002,totnuf_hypoMax,NA,NA,278,TRUE
FI,2002,totpuf_hypoMax,NA,NA,271,TRUE
FI,2002,drsif_epiSpringMin,2002-04-10,100,100,FALSE
FI,2002,secchi_max,2002-05-22,142,142,FALSE
FI,2002,secchi_min,2002-07-02,183,183,FALSE
FI,2002,secchi_springmax,2002-05-22,142,142,FALSE
FI,2002,zoopDensity,2002-07-02,183,183,FALSE
FI,2002,zoopDensity_spring,2002-07-02,183,183,FALSE
FI,2003,iceoff,2003-03-22,81,81,FALSE
FI,2003,iceon,2003-12-25,359,359,FALSE
FI,2003,straton,2003-04-29,119,119,FALSE
FI,2003,stratoff,2003-10-01,274,274,FALSE
FI,2003,energy,2003-08-06,218,218,FALSE
FI,2003,stability,2003-07-09,190,190,FALSE
FI,2003,anoxia_summer,2003-08-19,231,231,FALSE
FI,2003,drsif_epiMin,2003-04-29,119,119,FALSE
FI,2003,totnuf_epiMin,2003-06-11,162,162,FALSE
FI,2003,totpuf_epiMin,2003-05-28,148,148,FALSE
FI,2003,doc_epiMax,2003-08-06,218,218,FALSE
FI,2003,totnuf_hypoMax,2003-10-01,274,274,FALSE
FI,2003,totpuf_hypoMax,2003-09-05,248,248,FALSE
FI,2003,drsif_epiSpringMin,2003-04-29,119,119,FALSE
FI,2003,secchi_max,2003-05-28,148,148,FALSE
FI,2003,secchi_min,2003-09-05,248,248,FALSE
FI,2003,secchi_springmax,2003-05-28,148,148,FALSE
FI,2003,zoopDensity,NA,NA,168.5,TRUE
FI,2003,zoopDensity_spring,NA,NA,133.5,TRUE
FI,2004,iceoff,2004-03-20,80,80,FALSE
FI,2004,iceon,2004-12-24,359,359,FALSE
FI,2004,straton,2004-04-16,107,107,FALSE
FI,2004,stratoff,2004-10-08,282,282,FALSE
FI,2004,energy,2004-07-21,203,203,FALSE
FI,2004,stability,2004-08-17,230,230,FALSE
FI,2004,anoxia_summer,2004-08-05,218,218,FALSE
FI,2004,drsif_epiMin,2004-05-12,133,133,FALSE
FI,2004,totnuf_epiMin,2004-06-09,161,161,FALSE
FI,2004,totpuf_epiMin,2004-06-09,161,161,FALSE
FI,2004,doc_epiMax,NA,NA,229.5,TRUE
FI,2004,totnuf_hypoMax,NA,NA,278,TRUE
FI,2004,totpuf_hypoMax,NA,NA,271,TRUE
FI,2004,drsif_epiSpringMin,2004-05-12,133,133,FALSE
FI,2004,secchi_max,2004-04-27,118,118,FALSE
FI,2004,secchi_min,2004-07-21,203,203,FALSE
FI,2004,secchi_springmax,2004-04-27,118,118,FALSE
FI,2004,zoopDensity,NA,NA,168.5,TRUE
FI,2004,zoopDensity_spring,NA,NA,133.5,TRUE
FI,2005,iceoff,2005-03-31,90,90,FALSE
FI,2005,iceon,2005-12-08,342,342,FALSE
FI,2005,straton,2005-04-13,103,103,FALSE
FI,2005,stratoff,2005-11-04,308,308,FALSE
FI,2005,energy,2005-08-17,229,229,FALSE
FI,2005,stability,2005-07-07,188,188,FALSE
FI,2005,anoxia_summer,2005-07-22,203,203,FALSE
FI,2005,drsif_epiMin,2005-04-13,103,103,FALSE
FI,2005,totnuf_epiMin,2005-05-13,133,133,FALSE
FI,2005,totpuf_epiMin,2005-05-13,133,133,FALSE
FI,2005,doc_epiMax,2005-09-29,272,272,FALSE
FI,2005,totnuf_hypoMax,NA,NA,278,TRUE
FI,2005,totpuf_hypoMax,NA,NA,271,TRUE
FI,2005,drsif_epiSpringMin,2005-04-13,103,103,FALSE
FI,2005,secchi_max,2005-06-09,160,160,FALSE
FI,2005,secchi_min,2005-08-05,217,217,FALSE
FI,2005,secchi_springmax,2005-06-09,160,160,FALSE
FI,2005,zoopDensity,NA,NA,168.5,TRUE
FI,2005,zoopDensity_spring,NA,NA,133.5,TRUE
FI,2006,iceoff,2006-03-12,71,71,FALSE
FI,2006,iceon,2007-01-18,383,383,FALSE
FI,2006,straton,2006-04-21,111,111,FALSE
FI,2006,stratoff,2006-10-05,278,278,FALSE
FI,2006,energy,2006-08-10,222,222,FALSE
FI,2006,stability,2006-08-10,222,222,FALSE
FI,2006,anoxia_summer,2006-08-10,222,222,FALSE
FI,2006,drsif_epiMin,2006-05-08,128,128,FALSE
FI,2006,totnuf_epiMin,2006-06-02,153,153,FALSE
FI,2006,totpuf_epiMin,2006-06-02,153,153,FALSE
FI,2006,doc_epiMax,NA,NA,229.5,TRUE
FI,2006,totnuf_hypoMax,2006-10-05,278,278,FALSE
FI,2006,totpuf_hypoMax,2006-10-05,278,278,FALSE
FI,2006,drsif_epiSpringMin,2006-05-08,128,128,FALSE
FI,2006,secchi_max,2006-05-18,138,138,FALSE
FI,2006,secchi_min,2006-07-27,208,208,FALSE
FI,2006,secchi_springmax,2006-05-18,138,138,FALSE
FI,2006,zoopDensity,NA,NA,168.5,TRUE
FI,2006,zoopDensity_spring,NA,NA,133.5,TRUE
FI,2007,iceoff,2007-03-26,85,85,FALSE
FI,2007,iceon,2007-12-07,341,341,FALSE
FI,2007,straton,2007-04-20,110,110,FALSE
FI,2007,stratoff,2007-10-30,303,303,FALSE
FI,2007,energy,2007-07-10,191,191,FALSE
FI,2007,stability,2007-08-22,234,234,FALSE
FI,2007,anoxia_summer,2007-07-10,191,191,FALSE
FI,2007,drsif_epiMin,2007-05-01,121,121,FALSE
FI,2007,totnuf_epiMin,2007-05-18,138,138,FALSE
FI,2007,totpuf_epiMin,2007-06-12,163,163,FALSE
FI,2007,doc_epiMax,NA,NA,229.5,TRUE
FI,2007,totnuf_hypoMax,2007-09-21,264,264,FALSE
FI,2007,totpuf_hypoMax,2007-09-21,264,264,FALSE
FI,2007,drsif_epiSpringMin,2007-05-01,121,121,FALSE
FI,2007,secchi_max,2007-05-18,138,138,FALSE
FI,2007,secchi_min,2007-08-22,234,234,FALSE
FI,2007,secchi_springmax,2007-05-18,138,138,FALSE
FI,2007,zoopDensity,2007-04-20,110,110,FALSE
FI,2007,zoopDensity_spring,2007-04-20,110,110,FALSE
FI,2008,iceoff,2008-04-07,98,98,FALSE
FI,2008,iceon,2008-12-16,351,351,FALSE
FI,2008,straton,2008-05-02,123,123,FALSE
FI,2008,stratoff,2008-10-10,284,284,FALSE
FI,2008,energy,2008-08-07,220,220,FALSE
FI,2008,stability,2008-08-07,220,220,FALSE
FI,2008,anoxia_summer,2008-08-07,220,220,FALSE
FI,2008,drsif_epiMin,NA,NA,120.5,TRUE
FI,2008,totnuf_epiMin,NA,NA,185.5,TRUE
FI,2008,totpuf_epiMin,NA,NA,217.5,TRUE
FI,2008,doc_epiMax,NA,NA,229.5,TRUE
FI,2008,totnuf_hypoMax,NA,NA,278,TRUE
FI,2008,totpuf_hypoMax,NA,NA,271,TRUE
FI,2008,drsif_epiSpringMin,NA,NA,120,TRUE
FI,2008,secchi_max,2008-04-18,109,109,FALSE
FI,2008,secchi_min,2008-08-07,220,220,FALSE
FI,2008,secchi_springmax,2008-04-18,109,109,FALSE
FI,2008,zoopDensity,2008-08-07,220,220,FALSE
FI,2008,zoopDensity_spring,2008-04-18,109,109,FALSE
FI,2009,iceoff,2009-03-24,83,83,FALSE
FI,2009,iceon,2009-12-27,361,361,FALSE
FI,2009,straton,2009-04-22,112,112,FALSE
FI,2009,stratoff,2009-10-07,280,280,FALSE
FI,2009,energy,2009-08-18,230,230,FALSE
FI,2009,stability,2009-09-01,244,244,FALSE
FI,2009,anoxia_summer,2009-08-18,230,230,FALSE
FI,2009,drsif_epiMin,2009-04-22,112,112,FALSE
FI,2009,totnuf_epiMin,2009-07-08,189,189,FALSE
FI,2009,totpuf_epiMin,2009-08-06,218,218,FALSE
FI,2009,doc_epiMax,NA,NA,229.5,TRUE
FI,2009,totnuf_hypoMax,NA,NA,278,TRUE
FI,2009,totpuf_hypoMax,NA,NA,271,TRUE
FI,2009,drsif_epiSpringMin,2009-04-22,112,112,FALSE
FI,2009,secchi_max,2009-05-04,124,124,FALSE
FI,2009,secchi_min,2009-08-06,218,218,FALSE
FI,2009,secchi_springmax,2009-05-04,124,124,FALSE
FI,2009,zoopDensity,2009-04-22,112,112,FALSE
FI,2009,zoopDensity_spring,2009-04-22,112,112,FALSE
FI,2010,iceoff,2010-03-25,84,84,FALSE
FI,2010,iceon,2010-12-09,343,343,FALSE
FI,2010,straton,2010-04-01,91,91,FALSE
FI,2010,stratoff,2010-10-01,274,274,FALSE
FI,2010,energy,2010-08-06,218,218,FALSE
FI,2010,stability,2010-07-23,204,204,FALSE
FI,2010,anoxia_summer,2010-07-23,204,204,FALSE
FI,2010,drsif_epiMin,2010-07-08,189,189,FALSE
FI,2010,totnuf_epiMin,2010-06-23,174,174,FALSE
FI,2010,totpuf_epiMin,2010-08-18,230,230,FALSE
FI,2010,doc_epiMax,NA,NA,229.5,TRUE
FI,2010,totnuf_hypoMax,2010-10-01,274,274,FALSE
FI,2010,totpuf_hypoMax,2010-10-01,274,274,FALSE
FI,2010,drsif_epiSpringMin,2010-07-08,189,189,FALSE
FI,2010,secchi_max,2010-05-27,147,147,FALSE
FI,2010,secchi_min,2010-08-06,218,218,FALSE
FI,2010,secchi_springmax,2010-05-27,147,147,FALSE
FI,2010,zoopDensity,2010-04-16,106,106,FALSE
FI,2010,zoopDensity_spring,2010-04-16,106,106,FALSE
FI,2011,iceoff,2011-04-03,93,93,FALSE
FI,2011,iceon,2012-01-03,368,368,FALSE
FI,2011,straton,2011-05-05,125,125,FALSE
FI,2011,stratoff,2011-10-06,279,279,FALSE
FI,2011,energy,2011-07-19,200,200,FALSE
FI,2011,stability,2011-07-29,210,210,FALSE
FI,2011,anoxia_summer,2011-08-11,223,223,FALSE
FI,2011,drsif_epiMin,2011-04-25,115,115,FALSE
FI,2011,totnuf_epiMin,2011-09-14,257,257,FALSE
FI,2011,totpuf_epiMin,2011-06-16,167,167,FALSE
FI,2011,doc_epiMax,NA,NA,229.5,TRUE
FI,2011,totnuf_hypoMax,2011-10-06,279,279,FALSE
FI,2011,totpuf_hypoMax,2011-09-14,257,257,FALSE
FI,2011,drsif_epiSpringMin,2011-04-25,115,115,FALSE
FI,2011,secchi_max,2011-05-19,139,139,FALSE
FI,2011,secchi_min,2011-06-30,181,181,FALSE
FI,2011,secchi_springmax,2011-05-19,139,139,FALSE
FI,2011,zoopDensity,2011-11-03,307,307,FALSE
FI,2011,zoopDensity_spring,2011-05-19,139,139,FALSE
FI,2012,iceoff,2012-03-12,72,72,FALSE
FI,2012,iceon,2012-12-31,366,366,FALSE
FI,2012,straton,2012-04-19,110,110,FALSE
FI,2012,stratoff,2012-10-10,284,284,FALSE
FI,2012,energy,2012-07-09,191,191,FALSE
FI,2012,stability,2012-08-09,222,222,FALSE
FI,2012,anoxia_summer,2012-09-06,250,250,FALSE
FI,2012,drsif_epiMin,2012-05-04,125,125,FALSE
FI,2012,totnuf_epiMin,2012-06-27,179,179,FALSE
FI,2012,totpuf_epiMin,2012-06-14,166,166,FALSE
FI,2012,doc_epiMax,NA,NA,229.5,TRUE
FI,2012,totnuf_hypoMax,NA,NA,278,TRUE
FI,2012,totpuf_hypoMax,NA,NA,271,TRUE
FI,2012,drsif_epiSpringMin,2012-05-04,125,125,FALSE
FI,2012,secchi_max,2012-11-02,307,307,FALSE
FI,2012,secchi_min,2012-07-27,209,209,FALSE
FI,2012,secchi_springmax,2012-05-31,152,152,FALSE
FI,2012,zoopDensity,2012-11-02,307,307,FALSE
FI,2012,zoopDensity_spring,2012-06-14,166,166,FALSE
FI,2013,iceoff,2013-04-11,101,101,FALSE
FI,2013,iceon,2013-12-10,344,344,FALSE
FI,2013,straton,2013-05-08,128,128,FALSE
FI,2013,stratoff,2013-10-03,276,276,FALSE
FI,2013,energy,2013-07-23,204,204,FALSE
FI,2013,stability,2013-09-12,255,255,FALSE
FI,2013,anoxia_summer,2013-09-12,255,255,FALSE
FI,2013,drsif_epiMin,2013-05-08,128,128,FALSE
FI,2013,totnuf_epiMin,2013-06-26,177,177,FALSE
FI,2013,totpuf_epiMin,2013-09-12,255,255,FALSE
FI,2013,doc_epiMax,NA,NA,229.5,TRUE
FI,2013,totnuf_hypoMax,NA,NA,278,TRUE
FI,2013,totpuf_hypoMax,NA,NA,271,TRUE
FI,2013,drsif_epiSpringMin,2013-05-08,128,128,FALSE
FI,2013,secchi_max,2013-05-08,128,128,FALSE
FI,2013,secchi_min,2013-08-20,232,232,FALSE
FI,2013,secchi_springmax,2013-05-08,128,128,FALSE
FI,2013,zoopDensity,2013-05-08,128,128,FALSE
FI,2013,zoopDensity_spring,2013-05-08,128,128,FALSE
FI,2014,iceoff,2014-04-10,100,100,FALSE
FI,2014,iceon,2014-12-02,336,336,FALSE
FI,2014,straton,2014-05-13,133,133,FALSE
FI,2014,stratoff,2014-10-02,275,275,FALSE
FI,2014,energy,2014-08-07,219,219,FALSE
FI,2014,stability,2014-07-08,189,189,FALSE
FI,2014,anoxia_summer,2014-09-09,252,252,FALSE
FI,2014,drsif_epiMin,2014-06-25,176,176,FALSE
FI,2014,totnuf_epiMin,2014-10-02,275,275,FALSE
FI,2014,totpuf_epiMin,2014-08-18,230,230,FALSE
FI,2014,doc_epiMax,2014-05-13,133,133,FALSE
FI,2014,totnuf_hypoMax,2014-09-09,252,252,FALSE
FI,2014,totpuf_hypoMax,2014-08-07,219,219,FALSE
FI,2014,drsif_epiSpringMin,2014-06-25,176,176,FALSE
FI,2014,secchi_max,2014-05-29,149,149,FALSE
FI,2014,secchi_min,2014-08-07,219,219,FALSE
FI,2014,secchi_springmax,2014-05-29,149,149,FALSE
FI,2014,zoopDensity,2014-06-11,162,162,FALSE
FI,2014,zoopDensity_spring,2014-06-11,162,162,FALSE
FI,2015,iceoff,2015-04-02,92,92,FALSE
FI,2015,iceon,2016-01-11,376,376,FALSE
FI,2015,straton,2015-04-15,105,105,FALSE
FI,2015,stratoff,2015-11-04,308,308,FALSE
FI,2015,energy,2015-08-06,218,218,FALSE
