lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
TB,2017,219,8/7/2017,4.065,,
TB,2017,235,8/23/2017,3.782,,
TB,2017,249,9/6/2017,3.781,,
TB,2017,261,9/18/2017,3.465,,
TB,2017,275,10/2/2017,3.909,,
TB,2017,291,10/18/2017,4.529,,
TB,2017,310,11/6/2017,3.836,,
TB,2018,19,1/19/2018,2.021,,
TB,2018,54,2/23/2018,1.917,,
TB,2018,87,3/28/2018,1.82,,
TB,2018,136,5/16/2018,,V,ext_coef: Light not monotonically decreasing
TB,2018,150,5/30/2018,3.473,,
TB,2018,163,6/12/2018,3.491,,
TB,2018,177,6/26/2018,3.302,,
TB,2018,191,7/10/2018,3.887,,
TB,2018,205,7/24/2018,4.071,,
TB,2018,218,8/6/2018,4.123,,
TB,2018,233,8/21/2018,3.799,,
TB,2018,249,9/6/2018,3.659,,
TB,2018,261,9/18/2018,3.677,,
TB,2018,274,10/1/2018,4.409,,
TB,2018,290,10/17/2018,4.806,,
TB,2018,310,11/6/2018,3.763,,
TB,2019,14,1/14/2019,2.526,,
TB,2019,53,2/22/2019,1.606,,
TB,2019,84,3/25/2019,2.141,,
TB,2019,126,5/6/2019,3.394,,
TB,2019,141,5/21/2019,2.874,,
TB,2019,155,6/4/2019,,V,extcoef: Light not monotonically decreasing
TB,2019,170,6/19/2019,2.383,,
TB,2019,182,7/1/2019,3.498,,
TB,2019,198,7/17/2019,3.702,,
TB,2019,210,7/29/2019,3.173,,
TB,2019,224,8/12/2019,3.989,,
TB,2019,238,8/26/2019,4.418,,
TB,2019,254,9/11/2019,3.749,,
TB,2019,267,9/24/2019,3.458,,
TB,2019,281,10/8/2019,3.686,,
TB,2019,296,10/23/2019,3.674,,
TB,2019,309,11/5/2019,,,
TB,2020,22,1/22/2020,,V,extcoef: Insufficient light data
TB,2020,48,2/17/2020,,V,extcoef: Insufficient light data
TB,2020,121,4/30/2020,,V,extcoef: Insufficient light data
TB,2020,155,6/3/2020,,V,extcoef: Insufficient light data
TB,2020,183,7/1/2020,,V,extcoef: Insufficient light data
TB,2020,218,8/5/2020,,V,extcoef: Insufficient light data
TB,2020,253,9/9/2020,,V,extcoef: Insufficient light data
TB,2020,286,10/12/2020,,V,extcoef: Insufficient light data
TB,2020,302,10/28/2020,,V,extcoef: Insufficient light data
TR,1981,112,4/22/1981,,V,extcoef: No light data
TR,1981,140,5/20/1981,,V,extcoef: No light data
TR,1981,154,6/3/1981,,V,extcoef: No light data
TR,1981,169,6/18/1981,,V,extcoef: No light data
TR,1981,183,7/2/1981,,V,extcoef: Insufficient light data
TR,1981,194,7/13/1981,0.42,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,210,7/29/1981,0.394,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,222,8/10/1981,0.45,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,238,8/26/1981,0.303,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,254,9/11/1981,,V,extcoef: Insufficient light data
TR,1981,264,9/21/1981,0.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1981,294,10/21/1981,,V,extcoef: Insufficient light data
TR,1981,337,12/3/1981,0.491,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,19,1/19/1982,,V,extcoef: No light data
TR,1982,61,3/2/1982,,V,extcoef: No light data
TR,1982,96,4/6/1982,,V,extcoef: No light data
TR,1982,133,5/13/1982,0.484,,
TR,1982,146,5/26/1982,,V,extcoef: Insufficient light data
TR,1982,159,6/8/1982,0.29,,
TR,1982,173,6/22/1982,0.319,,
TR,1982,188,7/7/1982,0.412,,
TR,1982,200,7/19/1982,,V,extcoef: No light data
TR,1982,215,8/3/1982,0.195,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,229,8/17/1982,0.387,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,253,9/10/1982,0.311,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1982,270,9/27/1982,0.467,,
TR,1982,277,10/4/1982,0.425,,
TR,1982,294,10/21/1982,0.43,,
TR,1982,312,11/8/1982,0.473,,
TR,1982,333,11/29/1982,0.458,,
TR,1983,10,1/10/1983,,V,extcoef: No light data
TR,1983,47,2/16/1983,,V,extcoef: No light data
TR,1983,88,3/29/1983,,V,extcoef: No light data
TR,1983,129,5/9/1983,0.478,,
TR,1983,144,5/24/1983,0.393,,
TR,1983,158,6/7/1983,0.373,,
TR,1983,171,6/20/1983,0.379,,
TR,1983,187,7/6/1983,0.404,,
TR,1983,199,7/18/1983,0.376,,
TR,1983,215,8/3/1983,0.375,,
TR,1983,227,8/15/1983,0.413,,
TR,1983,251,9/8/1983,,V,extcoef: Light not monotonically decreasing
TR,1983,270,9/27/1983,0.344,,
TR,1983,291,10/18/1983,0.398,,
TR,1983,321,11/17/1983,0.478,,
TR,1983,334,11/30/1983,,V,extcoef: No light data
TR,1984,9,1/9/1984,,V,extcoef: No light data
TR,1984,52,2/21/1984,,V,extcoef: No light data
TR,1984,102,4/11/1984,,V,extcoef: No light data
TR,1984,128,5/7/1984,0.406,,
TR,1984,143,5/22/1984,0.406,,
TR,1984,159,6/7/1984,0.31,,
TR,1984,171,6/19/1984,0.345,,
TR,1984,187,7/5/1984,0.307,,
TR,1984,198,7/16/1984,,V,extcoef: Light not monotonically decreasing
TR,1984,215,8/2/1984,0.33,,
TR,1984,228,8/15/1984,0.318,,
TR,1984,248,9/4/1984,0.402,,
TR,1984,270,9/26/1984,0.404,,
TR,1984,290,10/16/1984,0.35,,
TR,1984,311,11/6/1984,0.687,,
TR,1984,332,11/27/1984,0.448,,
TR,1985,8,1/8/1985,0.757,,
TR,1985,56,2/25/1985,0.363,,
TR,1985,84,3/25/1985,0.277,,
TR,1985,102,4/12/1985,,V,extcoef: No light data
TR,1985,120,4/30/1985,0.423,,
TR,1985,133,5/13/1985,0.452,,
TR,1985,148,5/28/1985,0.415,,
TR,1985,162,6/11/1985,0.341,,
TR,1985,177,6/26/1985,0.351,,
TR,1985,189,7/8/1985,0.354,,
TR,1985,206,7/25/1985,0.357,,
TR,1985,218,8/6/1985,0.27,,
TR,1985,232,8/20/1985,0.348,,
TR,1985,255,9/12/1985,0.354,,
TR,1985,275,10/2/1985,,V,extcoef: No light data
TR,1985,294,10/21/1985,0.516,,
TR,1985,319,11/15/1985,0.664,,
TR,1986,9,1/9/1986,0.508,,
TR,1986,63,3/4/1986,0.274,,
TR,1986,93,4/3/1986,0.315,,
TR,1986,112,4/22/1986,0.479,,
TR,1986,127,5/7/1986,0.448,,
TR,1986,141,5/21/1986,0.382,,
TR,1986,155,6/4/1986,,V,extcoef: Light not monotonically decreasing
TR,1986,168,6/17/1986,0.384,,
TR,1986,181,6/30/1986,0.373,,
TR,1986,196,7/15/1986,0.324,,
TR,1986,209,7/28/1986,0.391,,
TR,1986,224,8/12/1986,0.405,,
TR,1986,241,8/29/1986,,V,extcoef: Light not monotonically decreasing
TR,1986,252,9/9/1986,0.359,,
TR,1986,267,9/24/1986,0.451,,
TR,1986,279,10/6/1986,0.397,,
TR,1986,293,10/20/1986,0.483,,
TR,1986,308,11/4/1986,0.743,,
TR,1986,322,11/18/1986,0.46,,
TR,1987,13,1/13/1987,0.446,,
TR,1987,57,2/26/1987,0.056,,
TR,1987,57,2/26/1987,,V,extcoef: No light data
TR,1987,85,3/26/1987,0.442,,
TR,1987,112,4/22/1987,0.47,,
TR,1987,124,5/4/1987,0.468,,
TR,1987,139,5/19/1987,0.339,,
TR,1987,152,6/1/1987,0.388,,
TR,1987,163,6/12/1987,0.375,,
TR,1987,181,6/30/1987,0.387,,
TR,1987,196,7/15/1987,0.383,,
TR,1987,208,7/27/1987,0.391,,
TR,1987,222,8/10/1987,0.363,,
TR,1987,222,8/10/1987,,V,extcoef: No light data
TR,1987,237,8/25/1987,0.354,,
TR,1987,252,9/9/1987,0.375,,
TR,1987,265,9/22/1987,0.434,,
TR,1987,281,10/8/1987,0.43,,
TR,1987,292,10/19/1987,0.545,,
TR,1987,307,11/3/1987,0.619,,
TR,1987,321,11/17/1987,0.381,,
TR,1988,18,1/18/1988,0.455,,
TR,1988,63,3/3/1988,0.48,,
TR,1988,63,3/3/1988,,V,extcoef: No light data
TR,1988,98,4/7/1988,0.385,,
TR,1988,119,4/28/1988,0.515,,
TR,1988,131,5/10/1988,0.364,,
TR,1988,144,5/23/1988,0.417,,
TR,1988,159,6/7/1988,0.358,,
TR,1988,173,6/21/1988,0.337,,
TR,1988,188,7/6/1988,0.369,,
TR,1988,201,7/19/1988,0.351,,
TR,1988,214,8/1/1988,0.343,,
TR,1988,228,8/15/1988,0.404,,
TR,1988,242,8/29/1988,0.383,,
TR,1988,258,9/14/1988,0.42,,
TR,1988,270,9/26/1988,0.392,,
TR,1988,286,10/12/1988,0.477,,
TR,1988,300,10/26/1988,0.553,,
TR,1988,312,11/7/1988,0.524,,
TR,1989,16,1/16/1989,,V,extcoef: Insufficient light data
TR,1989,52,2/21/1989,0.332,,
TR,1989,87,3/28/1989,0.136,,
TR,1989,123,5/3/1989,0.498,,
TR,1989,135,5/15/1989,0.459,,
TR,1989,151,5/31/1989,,V,extcoef: Light not monotonically decreasing
TR,1989,163,6/12/1989,0.379,,
TR,1989,179,6/28/1989,0.351,,
TR,1989,192,7/11/1989,0.34,,
TR,1989,207,7/26/1989,0.364,,
TR,1989,219,8/7/1989,0.38,,
TR,1989,235,8/23/1989,0.346,,
TR,1989,248,9/5/1989,0.378,,
TR,1989,261,9/18/1989,0.333,,
TR,1989,277,10/4/1989,0.517,,
TR,1989,290,10/17/1989,0.428,,
TR,1989,306,11/2/1989,0.438,,
TR,1989,317,11/13/1989,0.537,,
TR,1990,16,1/16/1990,0.337,,
TR,1990,52,2/21/1990,,V,extcoef: Insufficient light data
TR,1990,89,3/30/1990,,V,extcoef: No light data
TR,1990,122,5/2/1990,0.458,,
TR,1990,134,5/14/1990,0.363,,
TR,1990,149,5/29/1990,0.334,,
TR,1990,162,6/11/1990,0.302,,
TR,1990,176,6/25/1990,0.309,,
TR,1990,191,7/10/1990,0.345,,
TR,1990,204,7/23/1990,,V,extcoef: Light not monotonically decreasing
TR,1990,219,8/7/1990,0.372,,
TR,1990,232,8/20/1990,0.357,,
TR,1990,248,9/5/1990,0.349,,
TR,1990,261,9/18/1990,0.383,,
TR,1990,275,10/2/1990,0.396,,
TR,1990,288,10/15/1990,0.527,,
TR,1990,303,10/30/1990,0.787,,
TR,1990,317,11/13/1990,0.642,,
TR,1991,15,1/15/1991,0.521,,
TR,1991,51,2/20/1991,0.477,,
TR,1991,91,4/1/1991,0.641,,
TR,1991,128,5/8/1991,0.424,,
TR,1991,140,5/20/1991,0.436,,
TR,1991,155,6/4/1991,0.426,,
TR,1991,170,6/19/1991,0.349,,
TR,1991,184,7/3/1991,0.342,,
TR,1991,198,7/17/1991,0.399,,
TR,1991,212,7/31/1991,0.34,,
TR,1991,225,8/13/1991,0.357,,
TR,1991,240,8/28/1991,0.375,,
TR,1991,254,9/11/1991,0.322,,
TR,1991,270,9/27/1991,0.458,,
TR,1991,282,10/9/1991,0.472,,
TR,1991,315,11/11/1991,0.55,,
TR,1992,14,1/14/1992,0.466,,
TR,1992,64,3/4/1992,0.289,,
TR,1992,85,3/25/1992,0.305,,
TR,1992,132,5/11/1992,0.501,,
TR,1992,140,5/19/1992,0.418,,
TR,1992,155,6/3/1992,,V,extcoef: Light not monotonically decreasing
TR,1992,168,6/16/1992,0.338,,
TR,1992,188,7/6/1992,0.371,,
TR,1992,198,7/16/1992,0.354,,
TR,1992,209,7/27/1992,0.352,,
TR,1992,226,8/13/1992,0.394,,
TR,1992,237,8/24/1992,0.337,,
TR,1992,253,9/9/1992,0.315,,
TR,1992,265,9/21/1992,0.465,,
TR,1992,280,10/6/1992,0.389,,
TR,1992,293,10/19/1992,0.383,,
TR,1992,315,11/10/1992,0.372,,
TR,1993,12,1/12/1993,,V,extcoef: Insufficient light data
TR,1993,60,3/1/1993,0.363,,
TR,1993,81,3/22/1993,0.58,,
TR,1993,130,5/10/1993,,V,extcoef: Light not monotonically decreasing
TR,1993,137,5/17/1993,0.345,,
TR,1993,152,6/1/1993,0.436,,
TR,1993,168,6/17/1993,0.34,,
TR,1993,180,6/29/1993,0.341,,
TR,1993,194,7/13/1993,0.339,,
TR,1993,208,7/27/1993,0.313,,
TR,1993,222,8/10/1993,0.378,,
TR,1993,237,8/25/1993,0.406,,
TR,1993,250,9/7/1993,0.398,,
TR,1993,263,9/20/1993,0.397,,
TR,1993,278,10/5/1993,0.541,,
TR,1993,291,10/18/1993,,V,extcoef: Insufficient light data
TR,1993,312,11/8/1993,0.606,,
TR,1994,27,1/27/1994,,V,extcoef: Insufficient light data
TR,1994,54,2/23/1994,0.33,,
TR,1994,94,4/4/1994,,V,extcoef: Insufficient light data
TR,1994,124,5/4/1994,0.371,,
TR,1994,138,5/18/1994,0.404,,
TR,1994,154,6/3/1994,0.37,,
TR,1994,165,6/14/1994,0.354,,
TR,1994,179,6/28/1994,,V,extcoef: Light not monotonically decreasing
TR,1994,194,7/13/1994,,V,extcoef: Light not monotonically decreasing
TR,1994,207,7/26/1994,0.346,,
TR,1994,220,8/8/1994,0.368,,
TR,1994,235,8/23/1994,0.353,,
TR,1994,250,9/7/1994,,V,extcoef: No light data
TR,1994,262,9/19/1994,0.402,,
TR,1994,277,10/4/1994,0.531,,
TR,1994,292,10/19/1994,0.498,,
TR,1994,304,10/31/1994,0.638,,
TR,1994,319,11/15/1994,0.889,,
TR,1995,10,1/10/1995,0.471,,
TR,1995,47,2/16/1995,0.377,,
TR,1995,80,3/21/1995,0.302,,
TR,1995,124,5/4/1995,0.366,,
TR,1995,138,5/18/1995,0.429,,
TR,1995,152,6/1/1995,0.408,,
TR,1995,165,6/14/1995,0.35,,
TR,1995,180,6/29/1995,0.357,,
TR,1995,193,7/12/1995,0.339,,
TR,1995,207,7/26/1995,0.328,,
TR,1995,221,8/9/1995,0.287,,
TR,1995,236,8/24/1995,0.365,,
TR,1995,251,9/8/1995,,V,extcoef: Light not monotonically decreasing
TR,1995,264,9/21/1995,0.411,,
TR,1995,277,10/4/1995,0.395,,
TR,1995,291,10/18/1995,0.527,,
TR,1995,306,11/2/1995,0.518,,
TR,1995,319,11/15/1995,0.574,,
TR,1996,26,1/26/1996,,V,extcoef: Insufficient light data
TR,1996,53,2/22/1996,0.654,,
TR,1996,93,4/2/1996,,V,extcoef: Insufficient light data
TR,1996,141,5/20/1996,0.468,,
TR,1996,152,5/31/1996,0.479,,
TR,1996,163,6/11/1996,0.345,,
TR,1996,176,6/24/1996,,V,extcoef: Light not monotonically decreasing
TR,1996,191,7/9/1996,0.382,,
TR,1996,206,7/24/1996,0.434,,
TR,1996,218,8/5/1996,0.371,,
TR,1996,232,8/19/1996,0.371,,
TR,1996,250,9/6/1996,,V,extcoef: Light not monotonically decreasing
TR,1996,260,9/16/1996,0.402,,
TR,1996,274,9/30/1996,0.419,,
TR,1996,289,10/15/1996,0.494,,
TR,1996,312,11/7/1996,0.705,,
TR,1997,24,1/24/1997,,V,extcoef: Insufficient light data
TR,1997,52,2/21/1997,0.514,,
TR,1997,99,4/9/1997,0.373,,
TR,1997,133,5/13/1997,0.527,,
TR,1997,143,5/23/1997,0.472,,
TR,1997,156,6/5/1997,,V,extcoef: Light not monotonically decreasing
TR,1997,168,6/17/1997,0.312,,
TR,1997,183,7/2/1997,0.309,,
TR,1997,197,7/16/1997,,V,extcoef: Light not monotonically decreasing
TR,1997,211,7/30/1997,,V,extcoef: No light data
TR,1997,224,8/12/1997,0.275,,
TR,1997,238,8/26/1997,,V,extcoef: No light data
TR,1997,252,9/9/1997,0.297,,
TR,1997,266,9/23/1997,0.369,,
TR,1997,281,10/8/1997,0.376,,
TR,1997,296,10/23/1997,0.618,,
TR,1997,315,11/11/1997,0.872,,
TR,1998,16,1/16/1998,,V,extcoef: Insufficient light data
TR,1998,51,2/20/1998,0.604,,
TR,1998,79,3/20/1998,0.716,,
TR,1998,111,4/21/1998,0.564,,
TR,1998,127,5/7/1998,0.428,,
TR,1998,141,5/21/1998,0.331,,
TR,1998,155,6/4/1998,0.371,,
TR,1998,167,6/16/1998,0.326,,
TR,1998,183,7/2/1998,0.326,,
TR,1998,197,7/16/1998,0.321,,
TR,1998,210,7/29/1998,0.384,,
TR,1998,225,8/13/1998,0.327,,
TR,1998,237,8/25/1998,0.338,,
TR,1998,254,9/11/1998,,V,extcoef: Light not monotonically decreasing
TR,1998,266,9/23/1998,0.415,,
TR,1998,281,10/8/1998,0.575,,
TR,1998,294,10/21/1998,0.574,,
TR,1998,317,11/13/1998,0.982,,
TR,1999,20,1/20/1999,,V,extcoef: Insufficient light data
TR,1999,57,2/26/1999,,V,extcoef: Insufficient light data
TR,1999,85,3/26/1999,0.431,,
TR,1999,130,5/10/1999,0.435,,
TR,1999,137,5/17/1999,0.456,,
TR,1999,159,6/8/1999,0.327,,
TR,1999,166,6/15/1999,0.352,,
TR,1999,180,6/29/1999,0.363,,
TR,1999,193,7/12/1999,0.385,,
TR,1999,208,7/27/1999,0.398,,
TR,1999,221,8/9/1999,0.405,,
TR,1999,235,8/23/1999,0.396,,
TR,1999,251,9/8/1999,0.448,,
TR,1999,264,9/21/1999,0.471,,
TR,1999,278,10/5/1999,0.656,,
TR,1999,291,10/18/1999,0.605,,
TR,1999,312,11/8/1999,0.681,,
TR,2000,19,1/19/2000,,V,extcoef: Insufficient light data
TR,2000,55,2/24/2000,0.374,,
TR,2000,101,4/10/2000,0.479,,
TR,2000,115,4/24/2000,0.465,,
TR,2000,122,5/1/2000,0.403,,
TR,2000,137,5/16/2000,0.36,,
TR,2000,152,5/31/2000,0.351,,
TR,2000,164,6/12/2000,0.313,,
TR,2000,179,6/27/2000,0.321,,
TR,2000,193,7/11/2000,0.289,,
TR,2000,207,7/25/2000,0.356,,
TR,2000,220,8/7/2000,0.338,,
TR,2000,235,8/22/2000,0.375,,
TR,2000,249,9/5/2000,0.374,,
TR,2000,263,9/19/2000,0.457,,
TR,2000,278,10/4/2000,0.543,,
TR,2000,292,10/18/2000,0.475,,
TR,2000,305,10/31/2000,0.462,,
TR,2000,327,11/22/2000,0.553,,
TR,2001,25,1/25/2001,0.387,,
TR,2001,58,2/27/2001,0.312,,
TR,2001,96,4/6/2001,0.203,,
TR,2001,122,5/2/2001,0.398,,
TR,2001,137,5/17/2001,0.401,,
TR,2001,150,5/30/2001,0.301,,
TR,2001,165,6/14/2001,0.29,,
TR,2001,178,6/27/2001,0.303,,
TR,2001,192,7/11/2001,0.275,,
TR,2001,207,7/26/2001,0.312,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2001,220,8/8/2001,0.35,,
TR,2001,234,8/22/2001,0.365,,
TR,2001,250,9/7/2001,0.324,,
TR,2001,262,9/19/2001,0.322,,
TR,2001,276,10/3/2001,0.34,,
TR,2001,291,10/18/2001,0.401,,
TR,2001,305,11/1/2001,0.605,,
TR,2001,318,11/14/2001,0.544,,
TR,2002,21,1/21/2002,0.273,,
TR,2002,56,2/25/2002,0.255,,
TR,2002,93,4/3/2002,0.094,,
TR,2002,116,4/26/2002,0.369,,
TR,2002,128,5/8/2002,,V,extcoef: Light not monotonically decreasing
TR,2002,141,5/21/2002,0.29,,
TR,2002,156,6/5/2002,0.382,,
TR,2002,170,6/19/2002,0.263,,
TR,2002,183,7/2/2002,0.354,,
TR,2002,196,7/15/2002,0.318,,
TR,2002,210,7/29/2002,0.365,,
TR,2002,225,8/13/2002,0.3,,
TR,2002,238,8/26/2002,0.362,,
TR,2002,254,9/11/2002,0.39,,
TR,2002,268,9/25/2002,0.303,,
TR,2002,281,10/8/2002,0.342,,
TR,2002,296,10/23/2002,0.334,,
TR,2002,310,11/6/2002,0.519,,
TR,2003,16,1/16/2003,0.423,,
TR,2003,70,3/11/2003,0.46,,
TR,2003,93,4/3/2003,,V,extcoef: Insufficient light data
TR,2003,121,5/1/2003,0.398,,
TR,2003,133,5/13/2003,0.472,,
TR,2003,149,5/29/2003,,V,extcoef: No light data
TR,2003,161,6/10/2003,0.271,,
TR,2003,175,6/24/2003,0.333,,
TR,2003,189,7/8/2003,0.312,,
TR,2003,203,7/22/2003,0.329,,
TR,2003,217,8/5/2003,0.345,,
TR,2003,231,8/19/2003,0.304,,
TR,2003,248,9/5/2003,0.379,,
TR,2003,265,9/22/2003,0.35,,
TR,2003,273,9/30/2003,0.394,,
TR,2003,288,10/15/2003,,V,extcoef: No light data
TR,2003,300,10/27/2003,0.451,,
TR,2003,325,11/21/2003,0.586,,
TR,2004,27,1/27/2004,,V,extcoef: Insufficient light data
TR,2004,47,2/16/2004,,V,extcoef: Insufficient light data
TR,2004,90,3/30/2004,0.248,,
TR,2004,119,4/28/2004,,V,extcoef: No light data
TR,2004,135,5/14/2004,,V,extcoef: No light data
TR,2004,147,5/26/2004,0.362,,
TR,2004,162,6/10/2004,0.333,,
TR,2004,175,6/23/2004,0.322,,
TR,2004,190,7/8/2004,0.331,,
TR,2004,202,7/20/2004,0.348,,
TR,2004,217,8/4/2004,0.368,,
TR,2004,232,8/19/2004,0.389,,
TR,2004,246,9/2/2004,0.353,,
TR,2004,265,9/21/2004,,V,extcoef: No light data
TR,2004,274,9/30/2004,0.436,,
TR,2004,288,10/14/2004,0.381,,
TR,2004,302,10/28/2004,0.341,,
TR,2004,315,11/10/2004,0.749,,
TR,2005,21,1/21/2005,0.526,,
TR,2005,62,3/3/2005,0.272,,
TR,2005,95,4/5/2005,0.278,,
TR,2005,111,4/21/2005,0.42,,
TR,2005,123,5/3/2005,0.406,,
TR,2005,137,5/17/2005,0.397,,
TR,2005,153,6/2/2005,0.358,,
TR,2005,167,6/16/2005,0.304,,
TR,2005,182,7/1/2005,0.321,,
TR,2005,194,7/13/2005,0.298,,
TR,2005,208,7/27/2005,0.316,,
TR,2005,223,8/11/2005,0.373,,
TR,2005,236,8/24/2005,0.388,,
TR,2005,250,9/7/2005,0.318,,
TR,2005,262,9/19/2005,0.384,,
TR,2005,280,10/7/2005,0.393,,
TR,2005,291,10/18/2005,0.477,,
TR,2005,301,10/28/2005,,V,extcoef: No light data
TR,2005,318,11/14/2005,0.704,,
TR,2006,20,1/20/2006,0.479,,
TR,2006,45,2/14/2006,0.46,,
TR,2006,95,4/5/2006,0.228,,
TR,2006,111,4/21/2006,0.46,,
TR,2006,125,5/5/2006,0.434,,
TR,2006,137,5/17/2006,0.395,,
TR,2006,153,6/2/2006,0.386,,
TR,2006,165,6/14/2006,0.355,,
TR,2006,178,6/27/2006,0.338,,
TR,2006,191,7/10/2006,0.313,,
TR,2006,205,7/24/2006,0.305,,
TR,2006,220,8/8/2006,0.355,,
TR,2006,233,8/21/2006,0.381,,
TR,2006,249,9/6/2006,0.359,,
TR,2006,263,9/20/2006,0.393,,
TR,2006,276,10/3/2006,0.343,,
TR,2006,290,10/17/2006,0.389,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2006,303,10/30/2006,0.624,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,2007,18,1/18/2007,0.448,,
TR,2007,57,2/26/2007,,V,extcoef: Insufficient light data
TR,2007,88,3/29/2007,0.355,,
TR,2007,116,4/26/2007,0.393,,
TR,2007,128,5/8/2007,0.413,,
TR,2007,143,5/23/2007,0.35,,
TR,2007,155,6/4/2007,0.336,,
TR,2007,171,6/20/2007,0.305,,
TR,2007,184,7/3/2007,0.275,,
TR,2007,198,7/17/2007,0.333,,
TR,2007,212,7/31/2007,0.316,,
TR,2007,226,8/14/2007,0.299,,
TR,2007,240,8/28/2007,0.334,,
TR,2007,255,9/12/2007,0.354,,
TR,2007,269,9/26/2007,0.397,,
TR,2007,284,10/11/2007,0.374,,
TR,2007,297,10/24/2007,0.428,,
TR,2007,317,11/13/2007,0.517,,
TR,2008,32,2/1/2008,0.247,,
TR,2008,58,2/27/2008,0.237,,
TR,2008,88,3/28/2008,0.227,,
TR,2008,133,5/12/2008,0.435,,
TR,2008,143,5/22/2008,0.36,,
TR,2008,156,6/4/2008,0.318,,
TR,2008,171,6/19/2008,0.285,,
TR,2008,185,7/3/2008,0.264,,
TR,2008,199,7/17/2008,0.275,,
TR,2008,213,7/31/2008,0.292,,
TR,2008,226,8/13/2008,0.3,,
TR,2008,240,8/27/2008,0.294,,
TR,2008,254,9/10/2008,0.347,,
TR,2008,268,9/24/2008,,V,extcoef: No light data
TR,2008,269,9/25/2008,0.319,,
TR,2008,284,10/10/2008,0.327,,
TR,2008,297,10/23/2008,0.363,,
TR,2008,316,11/11/2008,0.523,,
TR,2009,19,1/19/2009,,V,extcoef: No light data
TR,2009,47,2/16/2009,0.249,,
TR,2009,82,3/23/2009,0.291,,
TR,2009,120,4/30/2009,0.395,,
TR,2009,131,5/11/2009,0.343,,
TR,2009,148,5/28/2009,0.301,,
TR,2009,159,6/8/2009,0.286,,
TR,2009,175,6/24/2009,0.247,,
TR,2009,188,7/7/2009,0.251,,
TR,2009,201,7/20/2009,0.281,,
TR,2009,215,8/3/2009,0.275,,
TR,2009,230,8/18/2009,0.29,,
TR,2009,243,8/31/2009,0.311,,
TR,2009,258,9/15/2009,0.293,,
TR,2009,273,9/30/2009,0.298,,
TR,2009,286,10/13/2009,0.357,,
TR,2009,300,10/27/2009,0.553,,
TR,2009,314,11/10/2009,0.492,,
TR,2010,13,1/13/2010,0.217,,
TR,2010,41,2/10/2010,0.283,,
TR,2010,104,4/14/2010,0.379,,
TR,2010,118,4/28/2010,0.326,,
TR,2010,133,5/13/2010,0.272,,
TR,2010,146,5/26/2010,0.235,,
TR,2010,160,6/9/2010,0.237,,
TR,2010,173,6/22/2010,0.223,,
TR,2010,188,7/7/2010,0.253,,
TR,2010,202,7/21/2010,0.257,,
TR,2010,216,8/4/2010,0.256,,
TR,2010,230,8/18/2010,0.285,,
TR,2010,245,9/2/2010,0.268,,
TR,2010,256,9/13/2010,0.304,,
TR,2010,272,9/29/2010,,V,extcoef: Light not monotonically decreasing
TR,2010,284,10/11/2010,0.323,,
TR,2010,298,10/25/2010,0.338,,
TR,2010,316,11/12/2010,0.425,,
TR,2011,13,1/13/2011,0.227,,
TR,2011,47,2/16/2011,0.235,,
TR,2011,76,3/17/2011,0.238,,
TR,2011,124,5/4/2011,0.4,,
TR,2011,139,5/19/2011,0.321,,
TR,2011,153,6/2/2011,0.329,,
TR,2011,167,6/16/2011,,V,extcoef: Light not monotonically decreasing
TR,2011,180,6/29/2011,,V,extcoef: Light not monotonically decreasing
TR,2011,182,7/1/2011,,V,extcoef: No light data
TR,2011,194,7/13/2011,0.258,,
TR,2011,198,7/17/2011,,V,extcoef: No light data
TR,2011,207,7/26/2011,,V,extcoef: No light data
TR,2011,209,7/28/2011,0.286,,
TR,2011,223,8/11/2011,0.33,,
TR,2011,224,8/12/2011,,V,extcoef: No light data
TR,2011,237,8/25/2011,0.34,,
TR,2011,252,9/9/2011,0.324,,
TR,2011,264,9/21/2011,0.283,,
TR,2011,278,10/5/2011,0.348,,
TR,2011,294,10/21/2011,0.452,,
TR,2011,306,11/2/2011,0.366,,
TR,2011,318,11/14/2011,0.523,,
TR,2012,16,1/16/2012,0.308,,
TR,2012,53,2/22/2012,0.297,,
TR,2012,95,4/4/2012,0.366,,
TR,2012,108,4/17/2012,0.342,,
TR,2012,122,5/1/2012,0.316,,
TR,2012,135,5/14/2012,0.287,,
TR,2012,151,5/30/2012,,,
TR,2012,152,5/31/2012,0.274,,
TR,2012,164,6/12/2012,0.261,,
TR,2012,165,6/13/2012,,,
TR,2012,177,6/25/2012,0.269,,
